"Sign","Name","Name1","Name2"
"𒪻","UMBIN~c","UMBIN~c, UMBIN~c","UMBIN"
"𒪼","UMUN₂","UMUN2, UMUN₂","UMUN₂"
"𒪽","UNUG~a","UNUG~a, UNUG~a","UNUG"
"𒪿","UNUG~a@s","UNUG~a@s, UNUG~a@s","UNUG"
"𒫀","UNUG~b","UNUG~b, UNUG~b","UNUG"
"𒫁","UNUG~c","UNUG~c, UNUG~c","UNUG"
"𒫂","UR~a","UR~a, UR~a","UR"
"𒫃","UR~a@g","UR~a@g, UR~a@g","UR"
"𒫄","UR~b","UR~b, UR~b","UR"
"𒫅","UR~c","UR~c, UR~c","UR"
"𒫆","UR₂","UR2, UR₂","UR₂"
"𒫉","UR₃~a1","UR3~a1, UR₃~a1","UR₃"
"𒫊","UR₃~a2","UR3~a2, UR₃~a2","UR₃"
"𒫋","UR₃~a3","UR3~a3, UR₃~a3","UR₃"
"𒫌","UR₃~b1","UR3~b1, UR₃~b1","UR₃"
"𒫍","UR₃~b2","UR3~b2, UR₃~b2","UR₃"
"󲔶","UR₃~d2","UR3~d2, UR₃~d2","UR₃"
"𒫎","UR₄~a","UR4~a, UR₄~a","UR₄"
"𒫏","UR₄~b","UR4~b, UR₄~b","UR₄"
"𒫐","UR₄~c","UR4~c, UR₄~c","UR₄"
"𒫑","UR₅~a","UR5~a, UR₅~a","UR₅"
"𒫒","UR₅~b","UR5~b, UR₅~b","UR₅"
"𒫓","URI","URI, URI","URI"
"𒫔","URI₃~a","URI3~a, URI₃~a","URI₃"
"𒫕","URI₅","URI5, URI₅","URI₅"
"𒫖","URU~a1","URU~a1, URU~a1","URU"
"󲒍","URU~a1@n","URU~a1@n, URU~a1@n","URU"
"𒫝","URU~a2","URU~a2, URU~a2","URU"
"𒫠","URU~b1","URU~b1, URU~b1","URU"
"𒫡","URU~b2","URU~b2, URU~b2","URU"
"𒫢","URU~c","URU~c, URU~c","URU"
"𒫦","URUDU@g~a","URUDU@g~a, URUDU@g~a","URUDU"
"󲒎","URUDU@g~b","URUDU@g~b, URUDU@g~b","URUDU"
"𒫧","URUDU@g~c","URUDU@g~c, URUDU@g~c","URUDU"
"𒫨","URUDU@g~d","URUDU@g~d, URUDU@g~d","URUDU"
"𒫣","URUDU~a","URUDU~a, URUDU~a","URUDU"
"𒫤","URUDU~c","URUDU~c, URUDU~c","URUDU"
"𒫥","URUDU~d","URUDU~d, URUDU~d","URUDU"
"𒫩","UŠ~a","UŠ~a, UŠ~a","UŠ"
"𒫫","UŠ~b","UŠ~b, UŠ~b","UŠ"
"𒫮","UŠUR₃~b1","UŠUR3~b1, UŠUR₃~b1","UŠUR₃"
"𒫯","UŠUR₃~b2","UŠUR3~b2, UŠUR₃~b2","UŠUR₃"
"𒫰","UTUA~a","UTUA~a, UTUA~a","UTUA"
"𒫱","UTUA~a@t","UTUA~a@t, UTUA~a@t","UTUA"
"𒫲","UTUA~b","UTUA~b, UTUA~b","UTUA"
"𒫳","UTUL~a","UTUL~a, UTUL~a","UTUL"
"𒫴","UTUL~b","UTUL~b, UTUL~b","UTUL"
"𒫵","UTUL~c","UTUL~c, UTUL~c","UTUL"
"𒫶","UTUL~d","UTUL~d, UTUL~d","UTUL"
"𒫷","UZU","UZU, UZU","UZU"
,"X","X, X","X"
,"X₂","X2, X₂","X₂"
"𒫸","ZA","ZA, ZA","ZA"
"𒫹","ZAG~a","ZAG~a, ZAG~a","ZAG"
"𒫺","ZAG~b","ZAG~b, ZAG~b","ZAG"
"𒫻","ZAG~c","ZAG~c, ZAG~c","ZAG"
"𒫼","ZAR~a","ZAR~a, ZAR~a","ZAR"
"𒫽","ZAR~b1","ZAR~b1, ZAR~b1","ZAR"
"𒫾","ZAR~b2","ZAR~b2, ZAR~b2","ZAR"
"𒫿","ZAR~c","ZAR~c, ZAR~c","ZAR"
"𒬄","ZATU620","ZATU620, ZATU620","ZATU620"
"𒬅","ZATU621~a","ZATU621~a, ZATU621~a","ZATU621"
"𒬆","ZATU621~b","ZATU621~b, ZATU621~b","ZATU621"
"𒬇","ZATU621~c","ZATU621~c, ZATU621~c","ZATU621"
"𒬈","ZATU621~d","ZATU621~d, ZATU621~d","ZATU621"
"𒬉","ZATU622","ZATU622, ZATU622","ZATU622"
"𒬊","ZATU623","ZATU623, ZATU623","ZATU623"
"𒬋","ZATU624~a","ZATU624~a, ZATU624~a","ZATU624"
"𒬌","ZATU624~b","ZATU624~b, ZATU624~b","ZATU624"
"󲒏","ZATU624~c","ZATU624~c, ZATU624~c","ZATU624"
"𒬍","ZATU625","ZATU625, ZATU625","ZATU625"
"𒬎","ZATU626~a","ZATU626~a, ZATU626~a","ZATU626"
"𒬏","ZATU626~b","ZATU626~b, ZATU626~b","ZATU626"
"𒬐","ZATU626~c","ZATU626~c, ZATU626~c","ZATU626"
"󲒐","ZATU627","ZATU627, ZATU627","ZATU627"
"𒬑","ZATU628~a","ZATU628~a, ZATU628~a","ZATU628"
"𒬒","ZATU628~b","ZATU628~b, ZATU628~b","ZATU628"
"𒬓","ZATU629","ZATU629, ZATU629","ZATU629"
"𒬔","ZATU630","ZATU630, ZATU630","ZATU630"
"𒬕","ZATU631","ZATU631, ZATU631","ZATU631"
"𒬖","ZATU632~a","ZATU632~a, ZATU632~a","ZATU632"
"𒬗","ZATU632~b","ZATU632~b, ZATU632~b","ZATU632"
"󲒑","ZATU632~c","ZATU632~c, ZATU632~c","ZATU632"
"𒬘","ZATU633~a","ZATU633~a, ZATU633~a","ZATU633"
"𒬙","ZATU633~b","ZATU633~b, ZATU633~b","ZATU633"
"󲒒","ZATU634","ZATU634, ZATU634","ZATU634"
"𒬚","ZATU635","ZATU635, ZATU635","ZATU635"
"𒬛","ZATU636","ZATU636, ZATU636","ZATU636"
"𒬜","ZATU637","ZATU637, ZATU637","ZATU637"
"𒬝","ZATU639","ZATU639, ZATU639","ZATU639"
"󲒓","ZATU640","ZATU640, ZATU640","ZATU640"
"𒬞","ZATU641","ZATU641, ZATU641","ZATU641"
"𒬟","ZATU642","ZATU642, ZATU642","ZATU642"
"𒬠","ZATU643","ZATU643, ZATU643","ZATU643"
"𒬡","ZATU644~a","ZATU644~a, ZATU644~a","ZATU644"
"𒬢","ZATU644~b","ZATU644~b, ZATU644~b","ZATU644"
"𒬣","ZATU646","ZATU646, ZATU646","ZATU646"
"𒬤","ZATU647","ZATU647, ZATU647","ZATU647"
"𒬥","ZATU648","ZATU648, ZATU648","ZATU648"
"𒬦","ZATU649","ZATU649, ZATU649","ZATU649"
"󲒕","ZATU650","ZATU650, ZATU650","ZATU650"
"𒬧","ZATU651","ZATU651, ZATU651","ZATU651"
"𒬮","ZATU651@g","ZATU651@g, ZATU651@g","ZATU651"
"𒬯","ZATU659","ZATU659, ZATU659","ZATU659"
"󲕂","ZATU659@t","ZATU659@t, ZATU659@t","ZATU659"
"𒬳","ZATU662","ZATU662, ZATU662","ZATU662"
"𒬵","ZATU664","ZATU664, ZATU664","ZATU664"
"𒬶","ZATU665","ZATU665, ZATU665","ZATU665"
"𒬷","ZATU666","ZATU666, ZATU666","ZATU666"
"𒬸","ZATU667","ZATU667, ZATU667","ZATU667"
"𒬹","ZATU668","ZATU668, ZATU668","ZATU668"
"𒬺","ZATU669","ZATU669, ZATU669","ZATU669"
"󲒘","ZATU670","ZATU670, ZATU670","ZATU670"
"𒬻","ZATU672","ZATU672, ZATU672","ZATU672"
"𒬼","ZATU674","ZATU674, ZATU674","ZATU674"
"𒬽","ZATU675~a","ZATU675~a, ZATU675~a","ZATU675"
"𒬾","ZATU675~b","ZATU675~b, ZATU675~b","ZATU675"
"𒬿","ZATU675~c","ZATU675~c, ZATU675~c","ZATU675"
"𒭀","ZATU675~d","ZATU675~d, ZATU675~d","ZATU675"
"𒭁","ZATU676~a","ZATU676~a, ZATU676~a","ZATU676"
"𒭂","ZATU676~b","ZATU676~b, ZATU676~b","ZATU676"
"𒭃","ZATU677~a","ZATU677~a, ZATU677~a","ZATU677"
"𒭄","ZATU677~b","ZATU677~b, ZATU677~b","ZATU677"
"𒭅","ZATU678","ZATU678, ZATU678","ZATU678"
"𒭆","ZATU679","ZATU679, ZATU679","ZATU679"
"𒭇","ZATU680~a1","ZATU680~a1, ZATU680~a1","ZATU680"
"𒭈","ZATU680~a2","ZATU680~a2, ZATU680~a2","ZATU680"
"𒭉","ZATU680~b","ZATU680~b, ZATU680~b","ZATU680"
"𒭊","ZATU680~d","ZATU680~d, ZATU680~d","ZATU680"
"𒭋","ZATU680~e","ZATU680~e, ZATU680~e","ZATU680"
"𒭌","ZATU681","ZATU681, ZATU681","ZATU681"
"𒭍","ZATU682","ZATU682, ZATU682","ZATU682"
"󲒙","ZATU683@t","ZATU683@t, ZATU683@t","ZATU683"
"𒭎","ZATU683~a","ZATU683~a, ZATU683~a","ZATU683"
"𒭏","ZATU683~b","ZATU683~b, ZATU683~b","ZATU683"
"𒭐","ZATU684","ZATU684, ZATU684","ZATU684"
"𒭑","ZATU685","ZATU685, ZATU685","ZATU685"
"𒭒","ZATU686~a","ZATU686~a, ZATU686~a","ZATU686"
"𒭓","ZATU686~b","ZATU686~b, ZATU686~b","ZATU686"
"𒭔","ZATU686~c","ZATU686~c, ZATU686~c","ZATU686"
"𒭕","ZATU687","ZATU687, ZATU687","ZATU687"
"𒭖","ZATU688~a","ZATU688~a, ZATU688~a","ZATU688"
"𒭗","ZATU688~b","ZATU688~b, ZATU688~b","ZATU688"
"𒭘","ZATU689","ZATU689, ZATU689","ZATU689"
"𒭙","ZATU690","ZATU690, ZATU690","ZATU690"
"𒭚","ZATU691","ZATU691, ZATU691","ZATU691"
"𒭛","ZATU692","ZATU692, ZATU692","ZATU692"
"𒭜","ZATU693","ZATU693, ZATU693","ZATU693"
"𒭝","ZATU693@t","ZATU693@t, ZATU693@t","ZATU693"
"𒭞","ZATU694~a","ZATU694~a, ZATU694~a","ZATU694"
"𒭟","ZATU694~b","ZATU694~b, ZATU694~b","ZATU694"
"𒭠","ZATU694~c","ZATU694~c, ZATU694~c","ZATU694"
"𒭡","ZATU694~d","ZATU694~d, ZATU694~d","ZATU694"
"𒭢","ZATU694~d@t","ZATU694~d@t, ZATU694~d@t","ZATU694"
"𒭣","ZATU695","ZATU695, ZATU695","ZATU695"
"𒭤","ZATU696","ZATU696, ZATU696","ZATU696"
"𒭥","ZATU697~a","ZATU697~a, ZATU697~a","ZATU697"
"𒭦","ZATU697~b","ZATU697~b, ZATU697~b","ZATU697"
"󲒚","ZATU697~c","ZATU697~c, ZATU697~c","ZATU697"
"󲒛","ZATU699~a","ZATU699~a, ZATU699~a","ZATU699"
"𒭧","ZATU699~b","ZATU699~b, ZATU699~b","ZATU699"
"𒭨","ZATU700","ZATU700, ZATU700","ZATU700"
"𒭩","ZATU701","ZATU701, ZATU701","ZATU701"
"𒭪","ZATU702","ZATU702, ZATU702","ZATU702"
"𒭫","ZATU703","ZATU703, ZATU703","ZATU703"
"󲒜","ZATU704","ZATU704, ZATU704","ZATU704"
"𒭬","ZATU705","ZATU705, ZATU705","ZATU705"
"𒭭","ZATU706","ZATU706, ZATU706","ZATU706"
"𒭮","ZATU707~a","ZATU707~a, ZATU707~a","ZATU707"
"𒭯","ZATU707~b","ZATU707~b, ZATU707~b","ZATU707"
"𒭰","ZATU708","ZATU708, ZATU708","ZATU708"
"𒭱","ZATU709","ZATU709, ZATU709","ZATU709"
"𒭲","ZATU710","ZATU710, ZATU710","ZATU710"
"𒭳","ZATU711","ZATU711, ZATU711","ZATU711"
"𒭵","ZATU713","ZATU713, ZATU713","ZATU713"
"𒭶","ZATU714","ZATU714, ZATU714","ZATU714"
"𒭸","ZATU717","ZATU717, ZATU717","ZATU717"
"𒭹","ZATU718","ZATU718, ZATU718","ZATU718"
"𒭺","ZATU719","ZATU719, ZATU719","ZATU719"
"𒭻","ZATU720","ZATU720, ZATU720","ZATU720"
"𒭼","ZATU721","ZATU721, ZATU721","ZATU721"
"𒭽","ZATU722","ZATU722, ZATU722","ZATU722"
"𒭾","ZATU723","ZATU723, ZATU723","ZATU723"
"󲒟","ZATU724","ZATU724, ZATU724","ZATU724"
"𒭿","ZATU725","ZATU725, ZATU725","ZATU725"
"𒮀","ZATU726~a","ZATU726~a, ZATU726~a","ZATU726"
"𒮁","ZATU726~c","ZATU726~c, ZATU726~c","ZATU726"
"𒮂","ZATU726~d","ZATU726~d, ZATU726~d","ZATU726"
"𒮃","ZATU727","ZATU727, ZATU727","ZATU727"
"𒮄","ZATU728","ZATU728, ZATU728","ZATU728"
"𒮅","ZATU729","ZATU729, ZATU729","ZATU729"
"𒮆","ZATU730","ZATU730, ZATU730","ZATU730"
"𒮇","ZATU732","ZATU732, ZATU732","ZATU732"
"󲒠","ZATU733","ZATU733, ZATU733","ZATU733"
"𒮈","ZATU734","ZATU734, ZATU734","ZATU734"
"𒮉","ZATU735~a","ZATU735~a, ZATU735~a","ZATU735"
"𒮊","ZATU735~b","ZATU735~b, ZATU735~b","ZATU735"
"𒮋","ZATU735~c","ZATU735~c, ZATU735~c","ZATU735"
"𒮌","ZATU736~a","ZATU736~a, ZATU736~a","ZATU736"
"𒮍","ZATU736~b","ZATU736~b, ZATU736~b","ZATU736"
"𒮎","ZATU737","ZATU737, ZATU737","ZATU737"
"𒮞","ZATU749~a","ZATU749~a, ZATU749~a","ZATU749"
"𒮟","ZATU749~b","ZATU749~b, ZATU749~b","ZATU749"
"𒮠","ZATU749~c","ZATU749~c, ZATU749~c","ZATU749"
"𒮡","ZATU750","ZATU750, ZATU750","ZATU750"
"𒮢","ZATU751~a","ZATU751~a, ZATU751~a","ZATU751"
"𒮣","ZATU751~b","ZATU751~b, ZATU751~b","ZATU751"
"𒮥","ZATU752","ZATU752, ZATU752","ZATU752"
"𒮦","ZATU753","ZATU753, ZATU753","ZATU753"
"𒮧","ZATU754","ZATU754, ZATU754","ZATU754"
"𒮨","ZATU755~a","ZATU755~a, ZATU755~a","ZATU755"
"𒮩","ZATU755~b","ZATU755~b, ZATU755~b","ZATU755"
"𒮪","ZATU756","ZATU756, ZATU756","ZATU756"
"𒮫","ZATU757","ZATU757, ZATU757","ZATU757"
"𒮬","ZATU758","ZATU758, ZATU758","ZATU758"
"𒮭","ZATU759","ZATU759, ZATU759","ZATU759"
"󲒦","ZATU761","ZATU761, ZATU761","ZATU761"
"𒮰","ZATU762~a","ZATU762~a, ZATU762~a","ZATU762"
"𒮲","ZATU762~b","ZATU762~b, ZATU762~b","ZATU762"
"𒮴","ZATU764","ZATU764, ZATU764","ZATU764"
"𒮵","ZATU765","ZATU765, ZATU765","ZATU765"
"𒮶","ZATU766","ZATU766, ZATU766","ZATU766"
"𒮷","ZATU767","ZATU767, ZATU767","ZATU767"
"󲒧","ZATU768","ZATU768, ZATU768","ZATU768"
"󲒨","ZATU769","ZATU769, ZATU769","ZATU769"
"󲒩","ZATU771","ZATU771, ZATU771","ZATU771"
"𒮸","ZATU772","ZATU772, ZATU772","ZATU772"
"𒮹","ZATU773~a","ZATU773~a, ZATU773~a","ZATU773"
"𒮺","ZATU773~b","ZATU773~b, ZATU773~b","ZATU773"
"𒮻","ZATU774","ZATU774, ZATU774","ZATU774"
"𒮼","ZATU775","ZATU775, ZATU775","ZATU775"
"𒮽","ZATU776","ZATU776, ZATU776","ZATU776"
"𒮾","ZATU777","ZATU777, ZATU777","ZATU777"
"𒮿","ZATU778","ZATU778, ZATU778","ZATU778"
"𒯀","ZATU780","ZATU780, ZATU780","ZATU780"
"𒯁","ZATU781","ZATU781, ZATU781","ZATU781"
"𒯂","ZATU782","ZATU782, ZATU782","ZATU782"
"𒯃","ZATU783","ZATU783, ZATU783","ZATU783"
"𒯄","ZATU784","ZATU784, ZATU784","ZATU784"
"󲒫","ZATU785","ZATU785, ZATU785","ZATU785"
"𒯅","ZATU786","ZATU786, ZATU786","ZATU786"
"𒯆","ZATU787","ZATU787, ZATU787","ZATU787"
"𒯇","ZATU788","ZATU788, ZATU788","ZATU788"
"𒯈","ZATU791","ZATU791, ZATU791","ZATU791"
"𒯉","ZATU792","ZATU792, ZATU792","ZATU792"
"𒯊","ZATU795","ZATU795, ZATU795","ZATU795"
"𒯋","ZATU797","ZATU797, ZATU797","ZATU797"
"𒯌","ZATU798","ZATU798, ZATU798","ZATU798"
"𒯍","ZATU799","ZATU799, ZATU799","ZATU799"
"𒯎","ZATU800","ZATU800, ZATU800","ZATU800"
"𒯏","ZATU801","ZATU801, ZATU801","ZATU801"
"𒯐","ZATU802","ZATU802, ZATU802","ZATU802"
"𒯑","ZATU802~b","ZATU802~b, ZATU802~b","ZATU802"
"𒯒","ZATU803","ZATU803, ZATU803","ZATU803"
"𒯓","ZATU804","ZATU804, ZATU804","ZATU804"
"󲒭","ZATU805","ZATU805, ZATU805","ZATU805"
"𒯔","ZATU806","ZATU806, ZATU806","ZATU806"
"𒯕","ZATU807","ZATU807, ZATU807","ZATU807"
"𒯖","ZATU808","ZATU808, ZATU808","ZATU808"
"𒯗","ZATU809","ZATU809, ZATU809","ZATU809"
"𒯘","ZATU810","ZATU810, ZATU810","ZATU810"
"𒯙","ZATU811","ZATU811, ZATU811","ZATU811"
"𒯚","ZATU812","ZATU812, ZATU812","ZATU812"
"𒯛","ZATU813","ZATU813, ZATU813","ZATU813"
"󲒮","ZATU814","ZATU814, ZATU814","ZATU814"
"󲒯","ZATU815","ZATU815, ZATU815","ZATU815"
"󲒰","ZATU817","ZATU817, ZATU817","ZATU817"
"󲒱","ZATU818","ZATU818, ZATU818","ZATU818"
"𒯜","ZATU819","ZATU819, ZATU819","ZATU819"
"󲒲","ZATU820","ZATU820, ZATU820","ZATU820"
"󲒳","ZATU821","ZATU821, ZATU821","ZATU821"
"󲒴","ZATU822","ZATU822, ZATU822","ZATU822"
"󲒵","ZATU823","ZATU823, ZATU823","ZATU823"
"󲒶","ZATU824","ZATU824, ZATU824","ZATU824"
"󲒷","ZATU825","ZATU825, ZATU825","ZATU825"
"󲒸","ZATU826","ZATU826, ZATU826","ZATU826"
"󲒹","ZATU829","ZATU829, ZATU829","ZATU829"
"󲒺","ZATU831","ZATU831, ZATU831","ZATU831"
"󲒻","ZATU831@g","ZATU831@g, ZATU831@g","ZATU831"
"𒯝","ZATU832","ZATU832, ZATU832","ZATU832"
"𒯞","ZATU833","ZATU833, ZATU833","ZATU833"
"𒯟","ZATU834","ZATU834, ZATU834","ZATU834"
"𒯠","ZATU835","ZATU835, ZATU835","ZATU835"
"𒯡","ZATU836","ZATU836, ZATU836","ZATU836"
"󲒼","ZATU837~a","ZATU837~a, ZATU837~a","ZATU837"
"󲒽","ZATU837~b","ZATU837~b, ZATU837~b","ZATU837"
"󲒾","ZATU838","ZATU838, ZATU838","ZATU838"
"󲈘","ZATU839","ZATU839, ZATU839","ZATU839"
"󲒿","ZATU840","ZATU840, ZATU840","ZATU840"
"󲓀","ZATU841","ZATU841, ZATU841","ZATU841"
"󲓁","ZATU842","ZATU842, ZATU842","ZATU842"
"󲓂","ZATU843","ZATU843, ZATU843","ZATU843"
"󲓃","ZATU844","ZATU844, ZATU844","ZATU844"
"󲓄","ZATU845","ZATU845, ZATU845","ZATU845"
"󲓅","ZATU846","ZATU846, ZATU846","ZATU846"
"𒯢","ZATU847","ZATU847, ZATU847","ZATU847"
"󲓆","ZATU848","ZATU848, ZATU848","ZATU848"
"󲓇","ZATU849","ZATU849, ZATU849","ZATU849"
"𒯣","ZATU850","ZATU850, ZATU850","ZATU850"
"𒯤","ZATU851","ZATU851, ZATU851","ZATU851"
"󲓈","ZATU852","ZATU852, ZATU852","ZATU852"
"󲓉","ZATU853","ZATU853, ZATU853","ZATU853"
"𒯥","ZATU854","ZATU854, ZATU854","ZATU854"
"󲓊","ZATU855","ZATU855, ZATU855","ZATU855"
"󲔢","ZATU856","ZATU856, ZATU856","ZATU856"
"󲔤","ZATU857","ZATU857, ZATU857","ZATU857"
"𒯦","ZATU858","ZATU858, ZATU858","ZATU858"
"𒯧","ZATU859","ZATU859, ZATU859","ZATU859"
"𒬀","ZI~a","ZI~a, ZI~a","ZI"
"𒬁","ZI~b","ZI~b, ZI~b","ZI"
"𒬂","ZI~d","ZI~d, ZI~d","ZI"
"𒬃","ZUBI~a","ZUBI~a, ZUBI~a","ZUBI"
"󲈜","ZUBI~b","ZUBI~b, ZUBI~b","ZUBI"
